AGENCY_CODE,LABM_CODE,LABP_CODE,LABMT_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_UNITS,LABM_LOW_VALUE,LABM_HIGH_VALUE
303,20D2,NA,NA,Total oxidisable sulfur prewash 4M HCl and H2O - Leco,TOS prewash - Leco,NA,NA,NA
303,20D3,NA,NA,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, titration end point","TOS prewash - comb, ",NA,NA,NA
303,20D4,NA,NA,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, dry ashing NaCO3, AgBr","TOS prewash - comb, ",NA,NA,NA
303,20D5,NA,NA,Total oxidisable sulfur prewash 4M HCl and H2O - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,TOS prewash - alk Na,NA,NA,NA
303,20D6,NA,NA,"Total oxidisable sulfur prewash 4M HCl and H2O - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",TOS prewash - acid o,NA,NA,NA
999,20E1_CA,CA,NA,1 M KCl - extractable Ca after peroxide oxidation,Extractable Ca,%,NA,NA
999,20E1_MG,MG,NA,1 M KCl - extractable Mg after peroxide oxidation,Extractable Mg,%,NA,NA
999,20E1_S,SULFUR,NA,1 M KCl - extractable S after peroxide oxidation,Extractable S,%,NA,NA
999,20F1,SULFUR,NA,"Sulfur - 4 M HCl extraction, ICPAES",Sulfur,%,NA,NA
999,20F2,SULFUR,NA,"Sulfur - 4 M HCl extraction, ion chromatography",Sulfur,%,NA,NA
999,20G1,SULFUR,NA,Peroxide residual acid soluble sulfur,Residual S,%,NA,NA
999,20H1,ANC,NA,Acid neutralising capacity - acid reacted and back titration,ANC,%,NA,NA
999,20I1,ANC,NA,Acid neutralising capacity - from SPOCAS,ANC,%,NA,NA
303,20J,NA,NA,S nas,Net acid soluble sul,NA,NA,NA
999,20J1_RQNC,ASS_HAZARD,NA,Field approximation of ASS hazard,ASS hazard,mol/m3,NA,NA
999,20J1_TAA,ASS_HAZARD,NA,Field approximation of ASS hazard,ASS hazard,mol/m3,NA,NA
999,20J1_TSA,ASS_HAZARD,NA,Field approximation of ASS hazard,ASS hazard,mol/m3,NA,NA
999,20K1,ASS_PRESENCE,NA,Quick field approximation of ASS presence and associated lime reqirement for drain spoil,ASS presence,NA,NA,NA
303,21A,NA,NA,"pH of filtered 1:20 1M KCl extract, overnight shake (TAA)",pH 1M KCl,NA,NA,NA
303,21Af,NA,NA,pH done in field on saturated soil sample using pH probe,pH field - probe,NA,NA,NA
303,21B,NA,NA,pH of filtered 1:20 1M KCl after peroxide digestion,pH 1M KCl after pero,NA,NA,NA
303,21Bf,NA,NA,pH done in field of 30% peroxide reaction,pH field - 30% perox,NA,NA,NA
303,21C,NA,NA,KCl extractable S,"1M KCl,1:20,before o",NA,NA,NA
303,21Ca,NA,NA,"KCL extractable S - sulfate, turbidmetric","KCL extr S - SO4, tu",NA,NA,NA
303,21Cb,NA,NA,"KCL extractable S - sulfate, gravimetric","KCL extr S - SO4, gr",NA,NA,NA
303,21Cc,NA,NA,"KCL extractable S - sulfate, automated colour","KCL extr S - SO4, au",NA,NA,NA
303,21Cd,NA,NA,"KCL extractable S - sulfate, ion chromatography","KCL extr S - SO4, io",NA,NA,NA
303,21Ce,NA,NA,"KCL extractable S - sulfur, ICPAES","KCL extr S - S, ICPA",NA,NA,NA
303,21Cf,NA,NA,"KCL extractable S - sulfate, automated turbidmetric","KCL extr S - SO4, au",NA,NA,NA
303,21Cg,NA,NA,"KCL extractable S - sulfate, indirect, barium remaining by AAS","KCL extr S - SO4, in",NA,NA,NA
303,21Ch,NA,NA,"KCL extractable S - calcium, ICPAES","KCL extr S - Ca, ICP",NA,NA,NA
303,21Cj,NA,NA,"KCL extractable S - calcium, atomic absorption (AAS)","KCL extr S - Ca, AAS",NA,NA,NA
303,21Ck,NA,NA,"KCL extractable S - calcium, titration EDTA","KCL extr S - Ca, EDT",NA,NA,NA
303,21Cm,NA,NA,"KCL extractable S - magnesium, ICPAES","KCL extr S - Mg, ICP",NA,NA,NA
303,21Cn,NA,NA,"KCL extractable S - magnesium, atomic absorption (AAS)","KCL extr S - Mg, AAS",NA,NA,NA
303,21Cp,NA,NA,"KCL extractable S - magnesium, titration EDTA","KCL extr S - Mg, EDT",NA,NA,NA
303,21Cs,NA,NA,"KCL extractable S - sodium, ICPAES","KCL extr S - Na, ICP",NA,NA,NA
303,21Ct,NA,NA,"KCL extractable S - sodium, atomic absorption (AAS)","KCL extr S - Na, AAS",NA,NA,NA
303,21Cu,NA,NA,"KCL extractable S - sodium, flame emission","KCL extr S - Na, fla",NA,NA,NA
303,21D,NA,NA,Peroxide sulfur after peroxide digestion,Peroxide S after dig,NA,NA,NA
303,21Da,NA,NA,"KCl Extractable sulfur after ox - sulfate, turbidmetric","1M KCl,1:20,after ox",NA,NA,NA
303,21Db,NA,NA,"KCl Extractable sulfur after ox - sulfate, gravimetric","1M KCl,1:20,after ox",NA,NA,NA
303,21Dc,NA,NA,"KCl Extractable sulfur after ox - sulfate, automated colour","1M KCl,1:20,after ox",NA,NA,NA
303,21Dd,NA,NA,"KCl Extractable sulfur after ox - sulfate, ion chromatography","1M KCl,1:20,after ox",NA,NA,NA
303,21De,NA,NA,"1M KCL,1:20,after ox.,ICP","1M KCL,1:20,after ox",NA,NA,NA
303,21Df,NA,NA,KCl Extractable sulfur after ox - automated turbidmetric,"1M KCl,1:20,after ox",NA,NA,NA
303,21Dg,NA,NA,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:20,after ox",NA,NA,NA
303,21E,NA,NA,Peroxide oxidisable S - 21D minus 21C,Peroxide oxidisable ,NA,NA,NA
303,21Ee,NA,NA,Peroxide oxidisable S - 21De minus 21Ce,Peroxide oxidisable ,NA,NA,NA
303,21F,NA,NA,Total Actual Acidity (TAA) in 1M KCl titrated to pH 5.5,TAA - 1M KCl,NA,NA,NA
303,21G,NA,NA,Total Potential Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 5.5,"TPA - 1M KCl, peroxi",NA,NA,NA
303,21H,NA,NA,Total Sulfidic Acidity (TSA) - 21G minus 21F,TSA,NA,NA,NA
303,21J,NA,NA,TAA - calculated as equivalent pyrite S%,TAA - pyrite equiv,NA,NA,NA
303,21K,NA,NA,TPA -calculated as equivalent pyrite S%,TPA - pyrite equiv,NA,NA,NA
303,21L,NA,NA,TSA - calculated as equivalent pyrite S%,TSA - pyrite equiv,NA,NA,NA
303,21M,NA,NA,Na extracted in 1M KCl (TAA),Na extracted 1M KCl,NA,NA,NA
303,21Ms,NA,NA,"Sodium, before ox. - ICPAES","1M KCl,1:20,before o",NA,NA,NA
303,21Mt,NA,NA,"Sodium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o",NA,NA,NA
303,21Mu,NA,NA,"Sodium, before ox. - flame emission","1M KCl,1:20,before o",NA,NA,NA
303,21N,NA,NA,Na in peroxide digest (TPA),Na peroxide digest,NA,NA,NA
303,21Ns,NA,NA,"Sodium, after ox. - ICPAES","1M KCl,1:20,after ox",NA,NA,NA
303,21Nt,NA,NA,"Sodium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox",NA,NA,NA
303,21Nu,NA,NA,"Sodium, after ox. - flame emission","1M KCl,1:20,after ox",NA,NA,NA
303,21P,NA,NA,Na difference (21N minus 21M),Na difference,NA,NA,NA
303,21Ps,NA,NA,Na difference (21Ns minus 21Ms)  - ICPAES,"Na difference, ICP",NA,NA,NA
303,21Q,NA,NA,Quick residual neutralising capacity,Quick residual neutr,NA,NA,NA
303,21R,NA,NA,"Quick residual neutralising capacity (21Q), calculated as equivalent S%",Quick residual neutr,NA,NA,NA
303,21S,NA,NA,Mg extracted in 1M KCl (TAA),Mg extracted 1M KCl,NA,NA,NA
303,21Sm,NA,NA,"Magnesium, before ox. - ICPAES","1M KCl,1:20,before o",NA,NA,NA
303,21Sn,NA,NA,"Magnesium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o",NA,NA,NA
303,21Sp,NA,NA,"Magnesium, before ox. - titration EDTA","1M KCl,1:20,before o",NA,NA,NA
303,21T,NA,NA,Mg in peroxide digest (TPA),Mg peroxide digest,NA,NA,NA
303,21Tm,NA,NA,"Magnesium, after ox. - ICPAES","1M KCl,1:20,after ox",NA,NA,NA
303,21Tn,NA,NA,"Magnesium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox",NA,NA,NA
303,21Tp,NA,NA,"Magnesium, after ox.  - titration EDTA","1M KCl,1:20,after ox",NA,NA,NA
303,21U,NA,NA,Mg reacted with acid generated by peroxide digestion (21T minus 21S),Mg reacted with acid,NA,NA,NA
303,21Um,NA,NA,Mg reacted with acid generated by peroxide digestion (21Tm minus 21Sm) - ICPAES,Mg reacted with acid,NA,NA,NA
303,21V,CA,NA,Ca extracted in 1M KCl (TAA),Ca extracted 1M KCl,NA,NA,NA
303,21Vh,CA,NA,"Calcium, before ox. - ICPAES","1M KCl,1:20,before o",NA,NA,NA
303,21Vj,CA,NA,"Calcium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o",NA,NA,NA
303,21Vk,CA,NA,"Calcium, before ox.  - titration EDTA","1M KCl,1:20,before o",NA,NA,NA
303,21W,CA,NA,Ca in peroxide digest (TPA),Ca peroxide digest,NA,NA,NA
303,21Wh,CA,NA,"Calcium, after ox. - ICPAES","1M KCl,1:20,after ox",NA,NA,NA
303,21Wj,CA,NA,"Calcium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox",NA,NA,NA
303,21Wk,CA,NA,"Calcium, after ox. - titration EDTA","1M KCl,1:20,after ox",NA,NA,NA
303,21X,CA,NA,Ca reacted with acid generated by peroxide digestion (21W minus 21V),Ca reacted with acid,NA,NA,NA
303,21Xh,CA,NA,Ca reacted with acid generated by peroxide digestion (21Wh minus 21Vh) - ICPAES,Ca reacted with acid,NA,NA,NA
303,22A,NA,NA,"Sulfur, Acid Volitile",Conc. HCl Reducible/,NA,NA,NA
303,22B,S,NA,Chromium Reducible Sulfur,Chromium Reducible S,NA,NA,NA
303,23A,NA,NA,"pH of 1:40 1M KCl suspension 4h shake, overnight stand (TAA)",pH 1M KCl,NA,NA,NA
303,23A1,NA,NA,Tri-Acid Digest (Heavy metal) AAS hydride,Tri-Acid Digest (Hea,NA,NA,NA
303,23Af,NA,NA,pH done in field on saturated soil sample using pH probe,pH field - probe,NA,NA,NA
303,23B,NA,NA,pH of  1:25 suspension after peroxide digestion,pH 1M KCl after pero,NA,NA,NA
303,23Bf,NA,NA,pH done in field of 30% peroxide reaction,pH field - 30% perox,NA,NA,NA
303,23C,NA,NA,KCl Extractable sulfur before ox,"1M KCl,1:40,before o",NA,NA,NA
303,23Ca,NA,NA,"KCl Extractable sulfur before ox - sulfate, turbidmetric","1M KCl,1:40,before o",NA,NA,NA
303,23Cb,NA,NA,"KCl Extractable sulfur before ox - sulfate, gravimetric","1M KCl,1:40,before o",NA,NA,NA
303,23Cc,NA,NA,"KCl Extractable sulfur before ox - sulfate, automated colour","1M KCl,1:40,before o",NA,NA,NA
303,23Cd,NA,NA,"KCl Extractable sulfur before ox - sulfate, ion chromatography","1M KCl,1:40,before o",NA,NA,NA
303,23Ce,NA,NA,KCl Extractable sulfur before ox - ICPAES,"1M KCl,1:40,before o",NA,NA,NA
303,23Cf,NA,NA,KCl Extractable sulfur before ox - automated turbidmetric,"1M KCl,1:40,before o",NA,NA,NA
303,23Cg,NA,NA,"KCl Extractable sulfur before ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:40,before o",NA,NA,NA
303,23D,NA,NA,KCl Extractable sulfur after ox - sulfate,"1M KCl,1:40,after ox",NA,NA,NA
303,23Da,NA,NA,"KCl Extractable sulfur after ox - sulfate, turbidmetric","1M KCl,1:40,after ox",NA,NA,NA
303,23Db,NA,NA,"KCl Extractable sulfur after ox - sulfate, gravimetric","1M KCl,1:40,after ox",NA,NA,NA
303,23Dc,NA,NA,"KCl Extractable sulfur after ox - sulfate, automated colour","1M KCl,1:40,after ox",NA,NA,NA
303,23Dd,NA,NA,"KCl Extractable sulfur after ox - sulfate, ion chromatography","1M KCl,1:40,after ox",NA,NA,NA
303,23De,NA,NA,KCl Extractable sulfur after ox - ICPAES,"1M KCl,1:40,after ox",NA,NA,NA
303,23Df,NA,NA,KCl Extractable sulfur after ox - automated turbidmetric,"1M KCl,1:40,after ox",NA,NA,NA
303,23Dg,NA,NA,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:40,after ox",NA,NA,NA
303,23E,NA,NA,Peroxide oxidisable S - 21D minus 21C,Peroxide oxidisable ,NA,NA,NA
303,23Ee,NA,NA,Peroxide oxidisable S - 21D minus 21C- ICPAES,Peroxide oxidisable ,NA,NA,NA
303,23F,NA,NA,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,TAA - 1M KCl,NA,NA,NA
303,23G,NA,NA,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,"TPA - 1M KCl, peroxi",NA,NA,NA
303,23H,NA,NA,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,TSA,NA,NA,NA
303,23Q,NA,NA,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,Excess ANC,NA,NA,NA
303,23R,NA,NA,Residual acid extractable S after peroxide,Sulfur - RAS,NA,NA,NA
303,23Re,NA,NA,Residual acid extractable S after peroxide -ICP,"Sulfur - RAS, ICP",NA,NA,NA
303,23S,NA,NA,"Magnesium extracted in 1M KCl, after TAA Titration","1M KCl,1:40,after TA",NA,NA,NA
303,23Sm,NA,NA,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES","1M KCl,1:40,after TA",NA,NA,NA
303,23Sn,NA,NA,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)","1M KCl,1:40,after TA",NA,NA,NA
303,23Sp,NA,NA,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA","1M KCl,1:40,after TA",NA,NA,NA
303,23T,NA,NA,Magnesium in peroxide digest (after TPA digestion and titration),"1M KCl,1:40,after TP",NA,NA,NA
303,23Tm,NA,NA,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,"1M KCl,1:40,after TP",NA,NA,NA
303,23Tn,NA,NA,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),"1M KCl,1:40,after TP",NA,NA,NA
303,23Tp,NA,NA,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,"1M KCl,1:40,after TP",NA,NA,NA
303,23U,NA,NA,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),Mg reacted with acid,NA,NA,NA
303,23Um,NA,NA,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,Mg reacted with acid,NA,NA,NA
303,23V,C/S,NA,"Calcium extracted in 1M KCl, after TAA Titration","1M KCl,1:40,after TA",NA,NA,NA
303,23Vh,CA,NA,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES","1M KCl,1:40,after TA",NA,NA,NA
303,23Vj,CA,NA,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)","1M KCl,1:40,after TA",NA,NA,NA
303,23Vk,CA,NA,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA","1M KCl,1:40,after TA",NA,NA,NA
303,23W,CA,NA,Calcium in peroxide digest (after TPA digestion and titration),"1M KCl,1:40,after TP",NA,NA,NA
303,23Wh,CA,NA,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,"1M KCl,1:40,after TP",NA,NA,NA
303,23Wj,CA,NA,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),"1M KCl,1:40,after TP",NA,NA,NA
303,23Wk,CA,NA,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,"1M KCl,1:40,after TP",NA,NA,NA
303,23X,CA,NA,Calcium reacted with acid generated by peroxide digest (23W minus 23V),Ca reacted with acid,NA,NA,NA
303,23Xh,CA,NA,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,Ca reacted with acid,NA,NA,NA
999,2A1,MOISTURE_CONTENT,2.01,Air-dry moisture content,Moisture content,%,NA,NA
303,2A1_MQ01,MOISTURE_CONTENT,NA,Air dry moisture - MIR QLD Calibration 1,Air dry moisture - M,NA,NA,NA
303,2A1_MQ02,MOISTURE_CONTENT,NA,Air dry moisture,Air dry moisture,NA,NA,NA
999,2B1,MOISTURE_CONTENT,2.01,As received moisture content,Moisture content,%,NA,NA
999,2C1,MOISTURE_CONTENT,2.02,Moisture content - 10 mm tension,Moisture content,%,NA,NA
999,2D1,MOISTURE_CONTENT,2.02,Moisture content - approximate saturation paste,Moisture content,%,NA,NA
303,2E1,MOISTURE_RELEASE,NA,"15 Bar, pressure plate",Moisture content - 1,NA,NA,NA
303,2E1_MQ01,MOISTURE_RELEASE,NA,15 bar moisture - MIR QLD Calibration 1,15 bar moisture - MI,NA,NA,NA
303,2E1_MQ02,MOISTURE_RELEASE,NA,15 Bar moisture,15 Bar moisture,NA,NA,NA
303,2E2,MOISTURE_RELEASE,NA,"1/3 Bar, pressure plate",Moisture content - 1,NA,NA,NA
303,2E3,MOISTURE_RELEASE,NA,"1/10 Bar, pressure plate",Moisture content - 1,NA,NA,NA
303,2E4,MOISTURE_RELEASE,NA,"1 Bar, pressure plate",Moisture content - 1,%,NA,NA
303,2Y1,NA,NA,Available water capacity - calc (diff 2E2 and 2E1),Available water capa,NA,NA,NA
303,2Y2,NA,NA,PAWC,Plant available wate,NA,NA,NA
303,2Z1_R1,NA,NA,Aqu. Silt+Clay/Total Silt+Clay,Silt+Clay/Total Silt,NA,NA,NA
303,2Z1_R2,DISPERSION_INDEX,NA,Dispersion ratio,Dispersion ratio (R2,NA,NA,NA
303,2Z2_Clay,PSA,NA,Clay fraction,Clay,%,NA,NA
303,2Z2_Clay_C,PSA,NA,Clay (%) - Coventry and Fett pipette method,Clay,%,NA,NA
303,2Z2_Clay_M,PSA,NA,Clay - MIR QLD Calibration 1,Clay - MIR,%,NA,NA
303,2Z2_Clay_N,PSA,NA,Clay (%) - Not recorded,Clay,%,NA,NA
303,2Z2_Clay_P,PSA,NA,Clay (%) - Plummet balance,Clay,%,NA,NA
303,2Z2_CS,PSA,NA,Coarse sand fraction,Coarse sand,%,NA,NA
303,2Z2_CS_CF,PSA,NA,Coarse sand (%) - Coventry and Fett pipette method,Coarse sand,%,NA,NA
303,2Z2_CS_NR,PSA,NA,Coarse sand (%) - Not recorded,Coarse sand,%,NA,NA
303,2Z2_CS_PB,PSA,NA,Coarse sand (%) - Plummet balance,Coarse sand,%,NA,NA
303,2Z2_FS,PSA,NA,Fine sand fraction,Fine sand,%,NA,NA
303,2Z2_FS_CF,PSA,NA,Fine sand (%) - Coventry and Fett pipette method,Fine sand,%,NA,NA
303,2Z2_FS_NR,PSA,NA,Fine sand (%) - Not recorded,Fine sand,%,NA,NA
303,2Z2_FS_PB,PSA,NA,Fine sand (%) - Plummet balance,Fine sand,%,NA,NA
303,2Z2_Grav,PSA,NA,Gravel (%),Gravel,%,NA,NA
303,2Z2_Silt,PSA,NA,Silt fraction,Silt,%,NA,NA
303,2Z2_Silt_C,PSA,NA,Silt (%) - Coventry and Fett pipette method,Silt,%,NA,NA
303,2Z2_Silt_M,PSA,NA,Silt - MIR QLD Calibration 1,Silt - MIR,%,NA,NA
303,2Z2_Silt_N,PSA,NA,Silt (%) - Not recorded,Silt,%,NA,NA
303,2Z2_Silt_P,PSA,NA,Silt (%) - Plummet balance,Silt,%,NA,NA
303,2Z2_TotSan,PSA,NA,Total sand - MIR QLD Calibration 1,Total sand - MIR,%,NA,NA
303,2Z3,DENSITY,NA,Bulk Density,Bulk Density,g/cm3,NA,NA
303,2Z3_CS,NA,NA,CS,CS,NA,NA,NA
303,2Z3_FS,NA,NA,FS,FS,NA,NA,NA
999,3_C_B,EC,3.00,Electrical conductivity or soluble salts - Total soluble salts %,Ecx,%,NA,NA
999,3_NR,EC,3.00,Electrical conductivity or soluble salts - Not recorded,EC,?,NA,NA
999,3A_C_2.5,EC,3.011,EC of 1:2.5 soil/water extract,Ecx,dS/m,NA,NA
999,3A_TSS,EC,3.02,Electrical conductivity or soluble salts - Total soluble salts %,Ecx,%,NA,NA
999,3A1,EC,3.01,EC of 1:5 soil/water extract,EC,dS/m,NA,NA
999,3B1,SOLUBLE_SALT,NA,Estimation of soluble salt concentration,Soluble salt,%,NA,NA
999,3C1,IONIC_STRENGTH,NA,Estimation of soil ionic strength,Ionic strength,nM,NA,NA
999,3D1,REDOX_POTENTIAL,NA,Redox potential (Eh; field),Redox Potential,mV,NA,NA
999,4_NR,PH,4.00,pH of soil - Not recorded,pH,NA,NA,NA
999,4A_C_1,PH,4.012,pH of soil - pH of 1:1 soil/water suspension,pH Soil/water,NA,NA,NA
999,4A_C_2.5,PH,4.011,pH of soil - pH of 1:2.5 soil/water suspension,pH Soil/water,NA,NA,NA
999,4A1,PH,4.01,pH of 1:5 soil/water suspension,pH Soil/water,NA,NA,NA
303,4A1_MQ01,NA,NA,pH aqueous - MIR QLD Calibration 1,pH aqueous - MIR,NA,NA,NA
303,4A1_MQ02,NA,NA,pH aqueous,pH aqueous,NA,NA,NA
501,4B_AL,NA,NA,NA,NA,NA,NA,NA
501,4B_AL_NR,NA,NA,NA,NA,NA,NA,NA
999,4B_C_2.5,PH,4.021,pH of soil - pH of 1:2.5 Soil/0.1M CaCl2 suspension,pH Soil/CaCl2,NA,NA,NA
999,4B1,PH,4.02,pH of 1:5 soil/0.01M calcium chloride extract - direct,pH Soil/CaCl2,NA,NA,NA
999,4B2,PH,4.02,pH of 1:5 soil/0.01M calcium chloride extract - following Method 4A1,pH Soil/CaCl2,NA,NA,NA
999,4C_C_1,PH,4.031,pH of 1:1 soil/1M potassium chloride suspension,pH Soil/KCl,NA,NA,NA
999,4C1,PH,4.03,pH of 1:5 soil/1M potassium chloride extract - direct,pH Soil/KCl,NA,NA,NA
999,4C2,PH,4.03,pH of 1:5 soil/1M potassium chloride extract - following Method 4A1,pH Soil/KCl,NA,NA,NA
999,4D1,PH,4.04,pH of sodium fluoride suspension,pH (NaF),NA,NA,NA
999,4E1,PH,4.05,pH of hydrogen peroxide extract,pH (H2O2),NA,NA,NA
999,4F1,PH_CHANGE,4.06,pH change,pH Change,NA,NA,NA
501,4G_NR,NA,NA,NA,NA,NA,NA,NA
999,4G1,PH,NA,Field determination of pH,Field pH,NA,NA,NA
999,5_C_B,CHLORIDE,5.00,Water soluble Chloride - Method recorded as B,Water soluble Cl,mg/kg,NA,NA
999,5_NR,CHLORIDE,5.00,Water soluble Chloride - Cl(%) - Not recordede,Water soluble Cl,%,NA,NA
303,503.01a,DENSITY,NA,Bulk Density of small intact soil core (see report ERA2004-01),Bulk Density,g/cm3,NA,NA
303,503.05a,DENSITY,NA,Bulk Density fine earth + gravel (see report ERA2004-01),BD (fine earth + gravel),g/cm3,NA,NA
303,503.08a,DENSITY,NA,Bulk Density fine earth only (see report ERA2004-01),Bulk Density,g/cm3,NA,NA
999,5A_C_2.5,CHLORIDE,5.011,Chloride - 1:2.5 soil/water extract,Water soluble Cl,mg/kg,NA,NA
999,5A1,CHLORIDE,5.01,"Chloride - 1:5 soil/water extract, potentiometric titration",Water soluble Cl,mg/kg,NA,NA
999,5A2,CHLORIDE,5.01,"Chloride - 1:5 soil/water extract, automated colour",Water soluble Cl,mg/kg,NA,NA
999,5A2a,CHLORIDE,NA,"Chloride - 1:5 soil/water extract, automated colour",Water soluble Cl,mg/kg,NA,NA
999,5A2b,CHLORIDE,NA,"Chloride - 1:5 soil/water extract, FIA",Water soluble Cl,mg/kg,NA,NA
999,5A3a,CHLORIDE,NA,"Chloride - 1:5 soil/water extract, ion chromatography (chemical suppression of eluent conductivity)",Water soluble Cl,mg/kg,NA,NA
999,5A3b,CHLORIDE,NA,"Chloride - 1:5 soil/water extract, ion chromatography (single column with electronic suppression of eluent conductivity)",Water soluble Cl,mg/kg,NA,NA
999,5A4,CHLORIDE,NA,"Chloride - 1:5 soil/water extract, ICPAES",Water soluble Cl,mg/kg,NA,NA
303,5M1_Ca/Mg,CA/MG,NA,Ca:Mg,Calcium to magnesium,NA,NA,NA
303,5Z1,NACL,NA,Calculation based on chloride,NaCl,NA,NA,NA
999,6_DC,ORGANIC_CARBON,6.00,Organic carbon (%) - Dry combustion,Organic carbon,%,NA,NA
999,6A1,ORGANIC_CARBON,6.01,Organic carbon - Walkley and Black,Organic carbon,%,NA,NA
999,6A1_UC,ORGANIC_CARBON,6.011,Organic carbon (%) - Uncorrected Walkley and Black method,Organic carbon,%,NA,NA
999,6B1,ORGANIC_CARBON,6.02,Total organic carbon - Heanes wet oxidation,Organic carbon,%,NA,NA
999,6B2,ORGANIC_CARBON,6.02,"Total organic carbon - high frequency induction furnace, volumetric",Organic carbon,%,NA,NA
999,6B2a,ORGANIC_CARBON,NA,"Total organic carbon - high frequency induction furnace, volumetric (no soil pretreatment)",Organic carbon,%,NA,NA
999,6B2b,ORGANIC_CARBON,NA,"Total organic carbon - high frequency induction furnace, infared/thermal (no soil pretreatment)",Organic carbon,%,NA,NA
999,6B3,ORGANIC_CARBON,6.02,"Total organic carbon - high frequency induction furnace, infrared",Organic carbon,%,NA,NA
999,6B4,ORGANIC_CARBON,NA,Total organic carbon - infared diffuse reflectance spectroscopy,Organic carbon,%,NA,NA
999,6B4a,ORGANIC_CARBON,NA,Total organic carbon - NIR reflectance spectroscopy,Organic carbon,%,NA,NA
999,6B4b,ORGANIC_CARBON,NA,Total organic carbon - MIR reflectance spectroscopy,Organic carbon,%,NA,NA
303,6B4b_MQ01,NA,NA,Total organic carbon,Total organic carbon,NA,NA,NA
303,6B4b_MQ02,NA,NA,Total organic carbon,Total organic carbon,NA,NA,NA
303,6B5,NA,NA,"Total Organic Carbon, (2)","Organic Carbon, LECO",NA,NA,NA
999,6C1,ORGANIC_CARBON,6.03,Particulate organic C (POC),Organic carbon,%,NA,NA
999,6D1,ORGANIC_CARBON,6.03,Pyrophosphate-extractable carbon,Organic carbon,%,NA,NA
999,6E1,ORGANIC_CARBON,NA,Potassium permanganate oxidisable C (PPOC),Organic carbon,%,NA,NA
999,6F1,CARBON,NA,Charcoal-C,Carbon,%,NA,NA
999,6G1,CARBON,NA,"Total organic matter, organic C and carbonate by loss-on-ignition",Carbon,%,NA,NA
999,6Z,ORGANIC_CARBON,6.00,Organic carbon (%) - Not recorded,Organic carbon,%,NA,NA
999,7_C_B,NITROGEN,7.01,Total Nitrogen - method description not recorded,Total Nitrogen,%,NA,NA
999,7_NR,NITROGEN,7.00,Total nitrogen (%) - Not recorded,Total Nitrogen,%,NA,NA
999,7A1,NITROGEN,7.01,"Total nitrogen - semimicro Kjeldahl, steam distillation",Total Nitrogen,%,NA,NA
999,7A2,NITROGEN,7.01,"Total nitrogen - semimicro Kjeldahl , automated colour",Total Nitrogen,%,NA,NA
999,7A2a,NITROGEN,NA,"Total nitrogen - semimicro Kjeldahl , automated colour, continuous segmented flow",Total Nitrogen,%,NA,NA
999,7A2b,NITROGEN,NA,"Total nitrogen - semimicro Kjeldahl , automated colour, FIA",Total Nitrogen,%,NA,NA
999,7A3,NITROGEN,7.02,Total nitrogen (where nitrate > 20 mg N kg-1) - steam distillation,Total Nitrogen,%,NA,NA
999,7A4,NITROGEN,7.02,Total nitrogen (where nitrate > 20 mg N kg-1) - automated colour,Total Nitrogen,%,NA,NA
999,7A5,NITROGEN,7.03,"Total nitrogen - high frequency induction furnace, thermal conductivity",Total Nitrogen,%,NA,NA
